seed,table_row,ie,delta,logNe,logT,logNp,As_pct,Az_deg,R_Rsun,FS_Rsun,H_Rsun,incl_deg,Bbase_G,shift_x,shift_y,Q_total,Qimg_6p77,Qimg_9p69,Qspec
33007,633,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3044.90015,5,-6,4.26787281,1.29139411,2.6482935,0.0546975806
33007,634,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,635,0.285100013,3.22000003,6.11000013,8,3.89600015,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.29128742,1.69060075,2.03997898,0.0934512913
33007,636,0.234500006,3.80000019,7.43000031,8,2.82400012,-11.1999969,-60.2999992,0.0149920015,0.0262800008,0.0869850069,-10.3199959,3319.30005,0,0,5.65463114,2.4153223,2.27616453,0.16052407
33007,640,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3044.90015,5,-6,4.26787281,1.29139411,2.6482935,0.0546975806
33007,645,0.595600009,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00946499966,0.0890750065,-30.5999985,2917.50024,5,-6,4.45390701,0.851456404,2.35369015,0.208126739
33007,647,0.402400017,3.28399992,6.11000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.81199932,1.68421757,2.03868318,0.181516469
33007,648,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,37.6800003,3319.30005,0,0,4.44354582,1.79643738,2.07523966,0.0953114554
33007,649,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,-60.2999992,0.0149920015,0.0260899998,0.0968650058,-36.8400002,3843.60034,0,0,5.41859436,1.85523486,2.18830943,0.229174986
33007,650,0.234500006,3.80000019,7.43000031,8,2.82400012,-11.1999969,37.4400024,0.0137320012,0.0814750046,0.0979100093,37.6800003,3319.30005,0,0,4.65962029,1.78610456,2.0657444,0.134628594
33007,651,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,652,0.595600009,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00946499966,0.0890750065,-30.5999985,2912.6001,5,-6,4.44950438,0.849406123,2.35369015,0.207734689
33007,653,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3044.90015,5,-6,4.26787281,1.29139411,2.6482935,0.0546975806
33007,655,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,656,0.25060001,3.58400011,6.36000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.72071791,1.70925534,2.04597092,0.327581942
33007,663,0.402400017,3.80000019,7.43000031,8,2.26400018,25.6000061,36.7200089,0.0141240014,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.46719503,1.6795752,2.55291724,0.0391171202
33007,664,0.25060001,3.58400011,6.36000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.72071791,1.70925534,2.04597092,0.327581942
33007,668,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,673,0.595600009,3.57200003,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.94988728,1.66339302,2.1166532,0.361640126
33007,674,0.234500006,3.80000019,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00946499966,0.0968650058,-38.8799973,3044.90015,0,0,4.66258287,1.8834058,2.23710871,0.0903447419
33007,677,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
