seed,table_row,ie,delta,logNe,logT,logNp,As_pct,Az_deg,R_Rsun,FS_Rsun,H_Rsun,incl_deg,Bbase_G,shift_x,shift_y,Q_total,Qimg_6p77,Qimg_9p69,Qspec
22003,553,0.268999994,3.48400021,5.53499985,8,0.968000054,66.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3868.10034,5,-6,4.19288921,1.30327654,2.51457429,0.0625063628
22003,555,1.21430004,4.09600019,7.50750017,8,2.75200009,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,4.68126774,1.17536771,2.69369102,0.135368168
22003,559,0.29430002,4.09600019,7.50500011,8,0.988000035,10.7200012,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,4407.1001,5,-6,4.54345322,1.31323719,2.49981117,0.121734194
22003,562,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.58066511,1.39094424,1.81241,0.0628851354
22003,567,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3848.50024,-6,-5,3.60373139,1.39169526,1.81245363,0.0665970892
22003,569,0.268999994,3.48400021,5.57999992,8,0.988000035,10.7200012,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,4196.3999,5,-6,5.24493647,1.16930068,2.51259851,0.260506243
22003,571,0.298900008,3.89600015,6.53000021,8,0.960000038,-56.4799995,63,0.019332001,0.0457549989,0.0994300023,13.8000031,4848.1001,0,0,4.65827799,1.73921382,2.13170862,0.131225899
22003,573,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3887.7002,-6,-5,3.56624961,1.39062154,1.81257236,0.0605092905
22003,574,0.268999994,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.57774496,1.39081657,1.81243587,0.0624154173
22003,579,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3887.7002,-6,-5,3.56624961,1.39062154,1.81257236,0.0605092905
22003,583,1.21430004,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,-6,-6,5.27780342,1.3631922,2.50250864,0.235350385
22003,585,0.268999994,3.48400021,5.57999992,8,1.04000008,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.3999977,4818.7002,5,-6,4.9863863,1.4536376,2.91786504,0.10248062
22003,587,0.273600012,4.09600019,7.50750017,8,2.75200009,-56.4799995,63,0.019332001,0.0457549989,0.0994300023,13.9200058,3838.69995,0,0,4.60907078,1.7451297,2.16576457,0.116362691
22003,590,0.268999994,3.48400021,5.57999992,8,0.988000035,10.7200012,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,4196.3999,5,-6,5.24493647,1.16930068,2.51259851,0.260506243
22003,597,1.21430004,4.09600019,7.50750017,8,2.75200009,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,4.68126774,1.17536771,2.69369102,0.135368168
22003,598,1.21430004,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,-6,-6,5.27780342,1.3631922,2.50250864,0.235350385
22003,603,0.268999994,3.48400021,5.57999992,8,1.04000008,13.4400101,-71.4599991,0.0191080011,0.0875550061,0.0707400069,-29.2799988,3838.69995,4,-5,3.74653101,1.28113711,1.91748202,0.0913186446
22003,605,0.340300024,4.09600019,7.50750017,8,2.75200009,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,4.62171984,1.16955245,2.71438885,0.122963108
22003,608,1.21430004,4.09600019,7.50750017,8,2.75200009,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,4.68126774,1.17536771,2.69369102,0.135368168
22003,609,0.29430002,4.09600019,7.58250046,8,2.75200009,-56.4799995,-71.4599991,0.0131160012,0.0828050077,0.0707400069,-29.2799988,3838.69995,0,0,4.79908943,2.08901834,2.58180571,0.0213775337
22003,616,0.273600012,3.48400021,5.57999992,8,0.988000035,10.4000015,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.53494263,1.39211977,1.81246483,0.0550596565
22003,619,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.58066511,1.39094424,1.81241,0.0628851354
22003,628,0.73360002,3.48400021,5.57999992,8,1.04000008,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,-6,-5,4.27134705,1.35905039,1.8113445,0.18349199
22003,631,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3887.7002,-6,-5,3.56624961,1.39062154,1.81257236,0.0605092905
22003,632,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3848.50024,-6,-5,3.60373139,1.39169526,1.81245363,0.0665970892
22003,633,0.342599988,3.3920002,5.57999992,8,1.04000008,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-5,4.37446642,1.20357811,2.39992738,0.128493473
22003,636,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3887.7002,-6,-5,3.56624961,1.39062154,1.81257236,0.0605092905
22003,638,0.273600012,3.48400021,5.57999992,8,0.988000035,10.4000015,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.53494263,1.39211977,1.81246483,0.0550596565
22003,639,1.21430004,4.09600019,7.50750017,8,2.75200009,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,4.68126774,1.17536771,2.69369102,0.135368168
22003,640,0.29430002,4.09600019,7.50750017,8,2.75200009,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,4.58357477,1.16686475,2.72163868,0.115845248
22003,647,1.21430004,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,-6,-6,5.27780342,1.3631922,2.50250864,0.235350385
22003,649,0.268999994,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,3,-5,3.3915441,1.31626809,1.49183595,0.0972400159
22003,651,0.268999994,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.57774496,1.39081657,1.81243587,0.0624154173
22003,660,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3848.50024,-6,-5,3.60373139,1.39169526,1.81245363,0.0665970892
22003,661,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.58066511,1.39094424,1.81241,0.0628851354
22003,664,0.273600012,3.48400021,5.57999992,8,0.988000035,10.4000015,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.53494263,1.39211977,1.81246483,0.0550596565
22003,665,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.58066511,1.39094424,1.81241,0.0628851354
22003,666,1.21430004,4.09600019,7.58250046,8,2.75200009,-56.4799995,-71.4599991,0.0131160012,0.0828050077,0.0707400069,-29.2799988,3838.69995,0,0,5.04968929,2.11330199,2.78681922,0.0249279775
22003,667,0.29430002,4.09600019,7.50750017,8,2.75200009,-56.4799995,63,0.019332001,0.0457549989,0.0994300023,13.9200058,3887.7002,0,0,4.99310112,1.74892557,2.20028496,0.173981771
22003,668,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,-5,-5,3.66416454,1.33265471,1.74255455,0.0981592387
22003,670,1.21430004,4.09600019,7.50750017,8,1.04000008,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,4.68126774,1.17536771,2.69369102,0.135368168
22003,671,0.342599988,3.3920002,5.57999992,8,2.74800014,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,-6,-5,3.91755915,1.34262288,1.79610813,0.129804686
22003,672,0.29430002,4.09600019,7.58250046,8,2.75200009,-56.4799995,-71.4599991,0.0131160012,0.0828050077,0.0707400069,-29.2799988,4848.1001,0,0,5.04049969,1.95357645,2.71108556,0.0626396313
22003,674,1.21430004,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,-6,-6,5.27780342,1.3631922,2.50250864,0.235350385
22003,678,0.273600012,3.48400021,5.57999992,8,2.75200009,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,5.22580719,1.16544127,2.50944352,0.258487105
22003,683,0.273600012,4.09600019,7.50750017,8,2.75200009,-56.4799995,63,0.019332001,0.0457549989,0.0994300023,13.9200058,3838.69995,0,0,4.60907078,1.7451297,2.16576457,0.116362691
22003,684,0.268999994,3.48400021,5.57999992,8,1.04000008,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.3999977,4818.7002,5,-6,4.9863863,1.4536376,2.91786504,0.10248062
22003,685,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3887.7002,-6,-5,3.56624961,1.39062154,1.81257236,0.0605092905
22003,686,0.342599988,3.3920002,5.57999992,8,1.04000008,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-5,4.37446642,1.20357811,2.39992738,0.128493473
22003,687,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,3838.69995,-6,-5,3.58066511,1.39094424,1.81241,0.0628851354
22003,692,0.268999994,3.48400021,5.57999992,8,1.04000008,13.4400101,-71.4599991,0.0131160012,0.0875550061,0.0707400069,-29.2799988,3838.69995,5,-6,5.22769451,1.16392064,2.50285554,0.260153115
22003,695,0.273600012,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0191080011,0.0828050077,0.0707400069,-29.2799988,4848.1001,-6,-5,3.53410268,1.34859514,1.8018471,0.0639434084
22003,697,0.273600012,4.09600019,7.50750017,8,2.75200009,-56.4799995,63,0.019332001,0.0457549989,0.0994300023,13.8000031,4848.1001,0,0,4.71756172,1.78192389,2.21927714,0.119393431
22003,698,1.21430004,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,-6,-6,5.27780342,1.3631922,2.50250864,0.235350385
22003,702,0.268999994,3.48400021,5.57999992,8,0.988000035,10.7200012,-63,0.0215160009,0.0875550061,0.0707400069,-29.2799988,3838.69995,3,-5,3.3915441,1.31626809,1.49183595,0.0972400159
33007,21,0.251036346,3.57527161,6.30100918,8,2.97278237,-66.5125809,-77.4478531,0.0260577872,0.00918884203,0.0869771093,-11.3899269,3909.34717,0,0,4.62216282,2.21309614,2.21852899,0.031756334
33007,45,0.251036346,3.57527161,6.30100918,8,2.97278237,-66.5125809,-77.4478531,0.0260577872,0.00918884203,0.0869771093,-11.3899269,3909.34717,0,0,4.62216282,2.21309614,2.21852899,0.031756334
33007,102,0.251036346,3.57527161,6.30100918,8,2.97278237,-66.5125809,-77.4478531,0.0260577872,0.00918884203,0.0869771093,-11.3899269,3909.34717,0,0,4.62216282,2.21309614,2.21852899,0.031756334
33007,132,1.02570009,2.97200012,6.14750004,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.72435379,1.66668749,2.04323459,0.335738569
33007,165,0.251036346,3.57527161,6.30100918,8,2.97278237,-66.5125809,-77.4478531,0.0260577872,0.00918884203,0.0869771093,-11.3899269,3909.34717,0,0,4.62216282,2.21309614,2.21852899,0.031756334
33007,167,0.25060001,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0869850069,-11.3999977,3877.90015,0,0,4.54764462,2.13270569,2.21853542,0.0327338949
33007,196,0.402400017,3.37200022,6.14750004,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.34501934,1.69083774,2.0403266,0.268975794
33007,229,0.25060001,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0869850069,-11.3999977,3877.90015,0,0,4.54764462,2.13270569,2.21853542,0.0327338949
33007,231,0.411600024,3.37200022,6.14750004,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.37442207,1.69034517,2.04017329,0.273983926
33007,260,1.06480002,3.0999999,5.67999983,8,2.17200017,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0869850069,-11.3999977,3877.90015,0,0,5.79156542,2.42623448,2.21853638,0.191132441
33007,268,0.25060001,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0841350108,-43.4399986,3044.90015,0,0,5.15392685,2.26581669,2.4475925,0.0734196454
33007,287,0.402400017,3.37200022,6.14750004,8,2.82400012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0868900046,-11.3999977,3907.30005,0,0,5.65990829,2.31905651,2.21862721,0.187037393
33007,288,0.25060001,3.57200003,6.30000019,8,2.97200012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.98509121,1.71212745,2.0474844,0.370913208
33007,294,0.25060001,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0869850069,-11.3999977,3877.90015,0,0,4.54764462,2.13270569,2.21853542,0.0327338949
33007,309,0.402400017,3.37200022,6.12249994,8,2.56000018,-2.55999756,-77.5800018,0.0260520019,0.00918000005,0.0868900046,-11.3999977,3907.30005,5,-6,4.42811298,0.856827319,2.3555274,0.202626362
33007,315,0.25060001,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0869850069,-11.3999977,3877.90015,0,0,4.54764462,2.13270569,2.21853542,0.0327338949
33007,318,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,353,0.234500006,3.80000019,7.43000031,8,2.26400018,25.6000061,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.06169224,1.6398766,2.19394779,0.0379779823
33007,357,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,376,0.25060001,3.57200003,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.41650438,1.63663363,2.08782411,0.282007784
33007,399,0.402400017,3.80000019,7.43000031,8,2.26400018,25.6000061,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.28665876,1.68780923,2.31989956,0.0464916565
33007,409,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,36.6000061,3877.90015,0,0,4.21439838,1.76671338,2.07111168,0.0627621785
33007,420,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,434,0.593299985,2.97200012,6.09250021,8,1.49600005,-11.1999969,-60.2999992,0.0149920015,0.0265650004,0.0890750065,-30.7199974,3353.6001,5,-6,5.89008617,0.916552186,2.49118638,0.413724542
33007,448,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,451,0.234500006,3.24800014,6.69750023,8,1.38400006,42.7200012,-37.0800018,0.0141240014,0.0186800007,0.0869850069,-1.31999588,3285.00024,0,0,5.9097538,2.74521613,2.59239674,0.0953568369
33007,452,0.234500006,3.80000019,7.43000031,8,3.46400023,29.4400024,-77.5800018,0.026192002,0.0260899998,0.0968650058,-47.4000015,2917.50024,-4,-5,4.5603776,1.42576098,1.74843013,0.23103109
33007,454,0.593299985,2.84800005,6.69750023,8,3.56800008,26.8800049,-50.0399971,0.0103720017,0.0213400014,0.0968650058,-47.4000015,2917.50024,-4,-6,5.36903954,0.974204481,2.2826457,0.352031589
33007,463,0.402400017,3.28399992,6.11000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.81199932,1.68421757,2.03868318,0.181516469
33007,464,0.234500006,3.80000019,7.43000031,8,2.82400012,-11.1999969,-60.2999992,0.0149920015,0.0260899998,0.0968650058,-36.8400002,3843.60034,0,0,5.93115425,1.83842337,2.1917181,0.316835493
33007,473,0.402400017,3.80000019,7.43000031,8,2.26400018,25.6000061,52.9199982,0.0141240014,0.0175400004,0.0793850049,-0.839996338,3843.60034,5,-6,4.09037304,0.937833011,2.3898232,0.127119526
33007,479,0.25060001,3.57200003,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.41650438,1.63663363,2.08782411,0.282007784
33007,484,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,491,0.262100011,3.22000003,6.11000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.25397158,1.69433057,2.04086018,0.0864634514
33007,492,0.25060001,3.58400011,6.36000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.72071791,1.70925534,2.04597092,0.327581942
33007,494,0.234500006,3.80000019,7.43000031,8,2.82400012,-11.1999969,-60.2999992,0.0149920015,0.0260899998,0.0968650058,-36.8400002,3843.60034,0,0,5.93115425,1.83842337,2.1917181,0.316835493
33007,495,0.234500006,3.80000019,7.43000031,8,2.82400012,-1.59999847,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,5,-6,4.35639334,1.29664242,2.62358189,0.0726948157
33007,503,0.234500006,3.80000019,7.43000031,8,3.09600019,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,509,0.402400017,3.28399992,6.11000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.81199932,1.68421757,2.03868318,0.181516469
33007,521,0.234500006,3.80000019,7.43000031,8,3.46400023,29.4400024,-77.5800018,0.026192002,0.0260899998,0.0968650058,-47.4000015,2917.50024,-4,-5,4.5603776,1.42576098,1.74843013,0.23103109
33007,523,0.595600009,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00946499966,0.0890750065,-30.5999985,2917.50024,5,-6,4.45390701,0.851456404,2.35369015,0.208126739
33007,526,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,532,0.234500006,3.57200003,6.30000019,8,2.97200012,-12.6399918,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.86370516,1.71696711,2.05072975,0.349334717
33007,543,0.402400017,3.28399992,6.11000013,8,1.09600008,-11.1999969,-60.2999992,0.0151320007,0.0814750046,0.0968650058,-47.4000015,2917.50024,0,0,5.87033701,1.7250936,2.22457767,0.320110947
33007,549,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,554,0.234500006,3.80000019,7.43000031,8,2.82400012,-11.1999969,-60.2999992,0.0149920015,0.0260899998,0.0968650058,-36.8400002,3843.60034,0,0,5.93115425,1.83842337,2.1917181,0.316835493
33007,556,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,37.6800003,3319.30005,0,0,4.44354582,1.79643738,2.07523966,0.0953114554
33007,558,0.595600009,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00946499966,0.0890750065,-30.5999985,2912.6001,5,-6,4.44950438,0.849406123,2.35369015,0.207734689
33007,559,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,563,0.234500006,3.57200003,6.30000019,8,2.97200012,-12.6399918,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.86370516,1.71696711,2.05072975,0.349334717
33007,566,0.25060001,3.57200003,6.30000019,8,2.97200012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.98509121,1.71212745,2.0474844,0.370913208
33007,568,0.25060001,3.58400011,6.36000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.72071791,1.70925534,2.04597092,0.327581942
33007,573,0.595600009,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00946499966,0.0968650058,-38.8799973,3044.90015,0,0,5.82517719,1.94431365,2.23711085,0.273958832
33007,581,0.234500006,3.80000019,7.43000031,8,2.82400012,-11.1999969,-60.2999992,0.0149920015,0.0260899998,0.0968650058,-36.8400002,3843.60034,0,0,5.93115425,1.83842337,2.1917181,0.316835493
33007,584,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3044.90015,5,-6,4.26787281,1.29139411,2.6482935,0.0546975806
33007,588,0.402400017,3.28399992,6.11000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.81199932,1.68421757,2.03868318,0.181516469
33007,590,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,-60.2999992,0.0151320007,0.0814750046,0.0968650058,-47.4000015,2917.50024,0,0,4.52310181,1.73981786,2.1778028,0.100913584
33007,591,0.402400017,3.28399992,6.11000013,8,1.09600008,-11.1999969,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.78551769,1.69224215,2.0417428,0.175255418
33007,593,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,596,0.25060001,3.80000019,7.43000031,8,3.46400023,17.6000061,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.3777833,1.70639086,2.14913678,0.0870426074
33007,598,0.234500006,3.80000019,7.43000031,8,2.81200004,-13.1199951,-60.2999992,0.0149920015,0.0265650004,0.0890750065,-30.7199974,3353.6001,5,-6,5.41719866,0.917917252,2.51637363,0.330484629
33007,602,0.595600009,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00946499966,0.0890750065,-30.5999985,2917.50024,5,-6,4.45390701,0.851456404,2.35369015,0.208126739
33007,604,0.234500006,3.80000019,7.43000031,8,2.82400012,-1.59999847,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,5,-6,4.35639334,1.29664242,2.62358189,0.0726948157
33007,605,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,607,0.402400017,3.80000019,7.43000031,8,2.26400018,25.6000061,36.7200089,0.0141240014,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,4.46719503,1.6795752,2.55291724,0.0391171202
33007,608,0.234500006,3.80000019,7.43000031,8,2.82400012,-1.59999847,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,5,-6,4.35639334,1.29664242,2.62358189,0.0726948157
33007,610,0.25060001,3.58400011,6.36000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.72071791,1.70925534,2.04597092,0.327581942
33007,613,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,619,0.234500006,3.80000019,7.43000031,8,2.82400012,-1.59999847,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,5,-6,4.35639334,1.29664242,2.62358189,0.0726948157
33007,620,0.234500006,3.80000019,7.43000031,8,2.82400012,-11.1999969,-60.2999992,0.0149920015,0.0260899998,0.0968650058,-36.8400002,3843.60034,0,0,5.93115425,1.83842337,2.1917181,0.316835493
33007,621,0.595600009,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00946499966,0.0890750065,-30.7199974,3044.90015,0,0,5.60222244,2.21653652,2.34834909,0.172889501
33007,624,0.234500006,3.80000019,7.43000031,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,3.99314737,1.65068901,2.06163597,0.0468037315
33007,625,0.25060001,3.58400011,6.36000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.72071791,1.70925534,2.04597092,0.327581942
33007,629,0.234500006,3.80000019,7.43000031,8,2.82400012,-1.59999847,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,5,-6,4.35639334,1.29664242,2.62358189,0.0726948157
33007,630,0.25060001,3.58400011,6.36000013,8,1.09600008,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,5.72071791,1.70925534,2.04597092,0.327581942
33007,632,0.402400017,3.80000019,7.43000031,8,2.26400018,25.6000061,36.7200089,0.0141240014,0.0814750046,0.0979100093,41.2800064,3353.6001,0,0,4.40995502,1.7035706,2.24324465,0.0771899298
