scheme,chi2,mean_abs_fractional_residual,max_abs_sigma
optimistic_10_15,7.113530451662429,0.11371379825844607,1.9788598311177121
adopted_15_20,3.4385092631800926,0.11371379825844607,1.3192398874118083
conservative_20_25,2.036425692272617,0.11371379825844607,0.9894299155588561
uniform_20,2.511459542907111,0.11371379825844607,1.1473299865840638
