seed,n_valid,Qmin,Qspec,Qimg_6p77,Qimg_9p69,profile_n,profile_B_min_G,profile_B_max_G,ie,delta,logNe,logT,logNp,As_pct,Az_deg,R_Rsun,FS_Rsun,H_Rsun,incl_deg,Bbase_G
11001,682,3.430957794189453,0.0049730087630450726,1.0314429998397827,2.3696765899658203,84,2138.39990234375,4941.2001953125,1.324700117111206,3.808000087738037,6.470000267028809,8.0,3.372000217437744,-70.55999755859375,-57.959999084472656,0.016224000602960587,0.09183000773191452,0.0878400057554245,-20.999996185302734,4745.2001953125
22003,702,3.3915441036224365,0.09724001586437225,1.3162680864334106,1.4918359518051147,98,2202.10009765625,4848.10009765625,0.26899999380111694,3.4840002059936523,5.579999923706055,8.0,0.9880000352859497,10.720001220703125,-63.0,0.021516000851988792,0.08755500614643097,0.07074000686407089,-29.279998779296875,3838.699951171875
33007,677,3.993147373199463,0.046803731471300125,1.6506890058517456,2.061635971069336,97,2912.60009765625,3909.34716796875,0.2345000058412552,3.8000001907348633,7.430000305175781,8.0,2.824000120162964,-14.399993896484375,37.44000244140625,0.013732001185417175,0.08147500455379486,0.09791000932455063,46.68000793457031,3285.000244140625
