seed,recorded_evaluation,ie,delta,logNe,logT,logNp,As_pct,Az_deg,R_Rsun,FS_Rsun,H_Rsun,incl_deg,Bbase_G,shift_x,shift_y,Q_total,Qimg_6p77,Qimg_9p69,Qspec
11001,1,1.19360006,3.74000025,5.86500025,8,3.2440002,74.8800049,26.2800064,0.00732000079,0.0530700013,0.056394998,40.0800095,3461.40015,0,0,55.2131195,1.92085457,2.58187866,8.45173073
11001,1,1.07860005,3.54400015,7.99000025,8,3.67600012,68.0000153,-33.659996,0.00751600042,0.0708350018,0.0993350074,45.840004,3809.30005,0,0,17.4787693,11.0161705,2.63583994,0.637793243
11001,1,1.13840008,2.18000007,7.82000017,8,2.58800006,27.6800079,72,0.0162240006,0.0557300039,0.0655150041,-53.4000015,1790.50012,0,0,402.777374,301.379791,6.45071697,15.8244801
11001,1,1.03030002,3.32000017,7.34250021,8,2.10800004,-19.9999962,-84.2399979,0.0187720023,0.0568699986,0.0726400018,23.0400009,1511.20007,6,-6,23.8518658,0.972438097,2.68783164,3.36526585
11001,1,2.03310013,3.13600016,6.49749994,8,3.59600019,-17.7599945,77.7600098,0.0298040025,0.0367299989,0.0655150041,-53.4000015,1790.50012,0,0,89.5851746,3.54735518,4.795403,13.5404024
11001,1,1.03030002,3.32000017,7.34250021,8,2.10800004,-20.3199959,72,0.0162240006,0.0551599972,0.0524999984,21.9600067,1898.30005,0,0,28.6093884,23.5847893,2.95932126,0.34421286
11001,1,1.62830019,4.84399986,6.17000008,8,3.43600011,31.0400009,-33.1199989,0.0124160005,0.0530700013,0.0988600031,42.3600082,1349.50012,0,0,253.863174,1.78500915,2.50482059,41.5955582
11001,1,0.814100027,4.51599979,6.28499985,8,3.44400024,-64.3199997,-2.33999634,0.0263880026,0.0801450014,0.0794800073,12.2400055,4421.80029,0,0,15.429594,6.1949873,5.08146763,0.692189813
11001,1,1.01190007,3.70000005,5.90999985,8,0.0200000014,-2.55999756,85.1400146,0.0117720012,0.0287499987,0.0494600013,-49.2000008,4960.80029,3,-6,110.314766,0.920821428,2.14767885,17.8743763
11001,1,1.27410007,3.48000002,5.57250023,8,3.56000018,-14.2399979,-13.5,0.0164760016,0.0871750116,0.0588649996,-30.8399982,2118.80029,0,0,21.3975754,5.86292696,4.17105579,1.89393187
11001,1,2.31599998,4.37200022,7.26249981,8,2.6960001,-60.9599991,-32.7599983,0.0151880011,0.016210001,0.0369199999,-43.0800018,2765.6001,0,0,489.121124,1.5851686,2.19202042,80.8906555
11001,1,0.614000022,3.64800024,5.66750002,8,1.11600006,-49.9199982,-4.49999237,0.0161960013,0.0247600004,0.0805250034,-32.7599983,1349.50012,0,0,100.180115,2.2898016,2.30756044,15.9304581
11001,1,0.630100012,2.72800016,6.20249987,8,0.364000022,6.88000488,-71.0999985,0.0249880031,0.027040001,0.0927800015,-42,702.700012,0,0,60.8272552,1.78570759,2.08367038,9.49297905
11001,1,1.60760009,5.4000001,6.48750019,8,2.54400015,-42.5599976,-20.3399963,0.0193600003,0.0557300039,0.0896450058,33.9600067,4059.2002,-1,-4,152.400925,1.15163338,1.59837341,24.9418201
11001,1,1.60760009,5.4000001,6.48750019,8,2.55600023,68.0000153,-33.659996,0.00751600042,0.0708350018,0.0943950042,40.0800095,3461.40015,0,-5,122.630074,0.991528571,2.68375564,19.825798
11001,1,1.07860005,3.54400015,7.99000025,8,3.66400027,-42.5599976,-20.3399963,0.0193600003,0.0555399992,0.0927800015,-42,702.700012,5,-5,9.43944359,4.00773239,3.13670111,0.382501632
11001,1,1.07169998,4,7.71749973,8,3.17200017,-74.5599976,20.8800125,0.0151320007,0.0426199995,0.0654200017,-38.0400009,1119.19995,0,0,33.9408722,7.3459444,2.06913424,4.08763218
11001,1,1.61910009,2.3440001,7.99000025,8,3.67600012,68.0000153,-33.659996,0.00751600042,0.0708350018,0.0943950042,40.0800095,3461.40015,0,0,42.300087,24.3074551,2.76484632,2.53796458
11001,1,2.03310013,3.13600016,6.48250008,8,0.936000049,-15.3600006,-37.7999954,0.018744003,0.0999050066,0.0718800053,-59.6399994,2138.3999,-7,-5,4.48569298,1.29812706,1.83382618,0.225623265
