seed,recorded_evaluation,ie,delta,logNe,logT,logNp,As_pct,Az_deg,R_Rsun,FS_Rsun,H_Rsun,incl_deg,Bbase_G,shift_x,shift_y,Q_total,Qimg_6p77,Qimg_9p69,Qspec
33007,1,2.22364831,4.8420701,6.42063093,8,2.35965466,-54.0619812,-36.313324,0.016774416,0.0595408604,0.0562434904,13.7983017,3323.93896,4,3,370.966278,1.01708055,3.04398775,61.1508713
33007,1,0.7419613,2.55374503,6.97814798,8,2.96015382,-12.546936,-17.9154282,0.0142090004,0.0528684296,0.01999446,-37.8999786,2459.11426,0,0,30.6111183,21.4778728,3.60724831,0.920999587
33007,1,1.05537152,3.30633616,6.89233494,8,2.16628695,-13.3894272,-0.388763428,0.0272702761,0.074661985,0.0364926495,59.0099564,163.565613,5,-6,189.925446,1.35139072,3.42557955,30.858078
33007,1,1.7457087,5.72204018,7.41808796,8,3.01954579,-15.841011,-1.22949982,0.00844159443,0.0928137824,0.0417940281,-55.0232315,3638.74243,0,0,399.310638,1.76077139,2.16136241,65.8980789
33007,1,1.02633893,5.33563089,5.85151958,8,0.145364702,-35.8484955,38.416153,0.0108829737,0.0353285186,0.0685893819,-20.5724945,3158.32617,4,-6,154.356033,1.24557459,2.47585511,25.1057663
33007,1,1.29800129,2.45008087,7.29402542,8,2.63196015,-52.0675316,69.9558563,0.0126704555,0.0387647226,0.0175190642,22.745491,1938.43872,0,0,31.7520313,23.5716782,4.47076273,0.618265331
33007,1,1.02724397,3.15786767,6.17954254,8,0.175880611,-53.2184486,-47.923336,0.0269549955,0.0567608997,0.0803249255,-30.634943,3048.93311,0,0,29.1821117,17.8917694,3.93209529,1.22637463
33007,1,0.251036346,3.57527161,6.30100918,8,2.97278237,-66.5125809,-77.4478531,0.0260577872,0.00918884203,0.0869771093,-11.3899269,3909.34717,0,0,4.62216282,2.21309614,2.21852899,0.031756334
33007,1,0.236002564,3.80094194,7.38459587,8,0.782836676,23.0579529,-37.2879715,0.0230471622,0.0551422164,0.0678734481,1.0292244,2443.98218,0,0,22.274004,17.53545,4.3627286,0.0626377687
33007,1,0.909522057,3.37641168,7.55139351,8,0.450379729,-6.4727478,-68.2218704,0.00294424244,0.0598381311,0.0526349247,-34.8701057,3045.70459,0,0,31.9300423,2.44343805,2.80667901,4.44665432
33007,1,0.403739274,3.25054622,6.6978817,8,1.38519776,42.8008423,-36.9513397,0.0141462889,0.0176069103,0.0969238877,-47.2823677,2920.42358,0,0,45.4857216,1.84413528,2.3465364,6.88250828
33007,1,1.06665385,4.71830845,6.59248447,8,0.459179789,9.0918808,-18.0894165,0.0269775651,0.0861624479,0.058267612,-8.15960312,1623.87,5,-6,32.1269913,1.9214046,3.05784631,4.52462339
33007,1,0.52302283,3.05945206,6.10516167,8,1.15012097,-34.4171066,6.77376556,0.00443445938,0.0399244577,0.0486647412,-38.9276276,3909.17236,0,0,50.0161743,3.97050452,2.49315929,7.25875139
33007,1,0.863787234,5.05565596,6.22357988,8,0.550065219,73.2549438,4.03942108,0.00603299309,0.006352189,0.0759255663,-21.4160576,804.087463,0,0,447.477295,1.78191626,2.15869617,73.9227829
33007,1,1.74224782,2.86688995,5.80746269,8,2.7481513,-12.3522263,-15.6568451,0.0239816122,0.0355207548,0.0578883663,-38.9426422,2594.39941,5,-6,19.5047894,9.55557728,2.6543262,1.21581435
33007,1,1.82826293,2.57596588,6.14904737,8,2.82674742,-14.3336716,37.4739609,0.0137439137,0.0895964876,0.0927664712,50.3545151,666.595886,0,0,11.9139099,2.02363253,2.25485492,1.27257037
33007,1,0.593777716,2.97374654,6.1244936,8,2.49629188,26.964035,-49.9907379,0.0103863878,0.0216956437,0.0943440273,8.67947388,3245.49878,0,0,13.4587069,2.87540078,2.42824483,1.35917687
33007,1,2.0056026,4.27965975,7.61438942,8,1.94161582,21.4670563,82.4271851,0.020170087,0.0339788981,0.0346732438,-24.6640816,3513.7854,0,0,77.1459579,6.8956461,2.95546961,11.215807
33007,1,2.49348521,4.77872467,5.67687941,8,3.27134752,-52.6273804,-36.3606224,0.0142111853,0.0172102489,0.0587406158,53.966774,940.684387,0,0,2140.77661,1.7861346,2.69419265,356.049377
33007,1,1.07198143,4.22433186,5.55882359,8,2.42489791,75.4161682,-41.7380791,0.0160522219,0.0743911117,0.0528120734,-6.73453522,4513.28125,0,0,53.5669899,1.95303047,3.43748331,8.02941227
33007,1,0.290478498,4.47867346,7.68928289,8,1.71757483,-62.610054,30.2765274,0.018163925,0.0208132528,0.0406279229,-3.52640915,1313.37769,0,0,88.5039673,2.53577805,2.78823495,13.8633251
33007,1,0.510558367,4.73925924,7.08328342,8,2.41347384,57.1231079,26.2758636,0.0246309154,0.099236384,0.0511764027,-9.98635864,3586.97437,0,0,25.5606747,2.16421604,2.26497078,3.52191448
33007,1,0.246487126,5.72126007,7.03631687,8,1.43179035,-74.4587021,-15.1410751,0.0158862397,0.0137123,0.0409343541,-17.2890511,3312.13037,0,0,296.931,1.66191602,2.24672699,48.837059
33007,1,2.09398913,3.19498062,7.35608053,8,2.58389878,-69.4428024,-69.1486053,0.0253240429,0.0750739723,0.0342287645,-24.2953339,819.116577,0,0,25.8036747,18.1740341,3.69512796,0.655752122
33007,1,0.47144717,2.44218421,7.0519166,8,2.94163251,-78.9200363,-84.3059387,0.00427772757,0.0182334185,0.0072330106,-47.8764381,4898.39795,0,0,82.649292,6.79011679,2.29301453,12.2610264
33007,1,0.660735428,2.48544168,6.09414482,8,3.5688827,52.6848297,-30.6437836,0.0190541204,0.0996394753,0.0944569036,-17.0070953,564.038086,0,0,21.5768223,11.0391483,2.98563743,1.25867271
33007,1,1.64685261,5.42147255,7.46389866,8,0.159753874,9.99890137,-45.5051613,0.0259914789,0.0811392218,0.0513593927,-22.5639496,1205.01196,0,0,61.0238419,1.51626611,2.45656395,9.50850201
33007,1,1.31441844,5.29798794,7.0196619,8,2.64857841,-70.1711884,-6.9721756,0.0269678831,0.046380911,0.0624203756,-9.44960403,4875.33691,0,0,28.0919418,3.03192639,3.70824504,3.55862832
33007,1,0.705736995,2.98601127,6.13231945,8,2.76948333,-31.5935173,-62.0915833,0.0150709916,0.0607326329,0.0359680764,8.54243469,4566.24219,0,0,20.6260605,14.2476912,4.96728897,0.235180095
33007,1,0.580876946,3.087883,7.48803139,8,0.258533388,22.3950348,-57.085247,0.014566252,0.0933438614,0.0936967954,-43.3288116,3049.5105,0,0,30.3408394,3.24974561,2.31684685,4.12904119
33007,1,1.46960008,2.48799992,7.34250021,8,2.87200022,24.8000031,-31.4999962,0.0252960008,0.0923050046,0.0762500092,-36.7200012,1280.90002,0,0,255.543976,155.45665,6.47965384,15.6012774
33007,1,0.251036346,3.57527161,6.30100918,8,2.97278237,-66.5125809,-77.4478531,0.0260577872,0.00918884203,0.0869771093,-11.3899269,3909.34717,0,0,4.62216282,2.21309614,2.21852899,0.031756334
33007,1,1.31320012,5.29600048,7.01749992,8,2.64800024,-70.2399979,-7.01999664,0.0269480012,0.0463250019,0.0623800009,-9.47999573,4872.6001,0,0,28.1912231,2.87946653,3.68038845,3.60522771
33007,1,0.832499981,5.64000034,7.05000019,8,2.94000006,-79.0400009,-84.4199982,0.0042679999,0.018205002,0.00718499999,-47.8799973,4897.1001,0,0,985.838623,1.86187577,2.26683569,163.618317
33007,1,0.471400023,2.41599989,7.38500023,8,1.09600008,-11.1999969,-60.2999992,0.0149920015,0.0265650004,0.0890750065,-36.5999985,1521.00012,0,0,69.8689804,20.6635818,2.21556568,7.83163786
33007,1,0.25060001,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.067795001,0.960002899,2442.2002,0,0,17.9177914,5.53415966,2.76793218,1.60261667
33007,1,0.234500006,3.80000019,7.38250017,8,0.780000031,23.0400085,-37.4399948,0.0230280031,0.0550649986,0.0868900046,-11.3999977,3877.90015,0,0,16.859539,12.1133175,3.38391781,0.227050588
33007,1,1.32240009,5.05200005,6.22249985,8,0.548000038,73.1199951,3.95999908,0.0060320003,0.00632999977,0.0758700073,-21.4799995,800.700012,0,0,471.173065,1.78199649,2.16446972,77.8711014
33007,1,0.855500042,3.45200014,6.09250021,8,3.90400028,-1.91999817,-71.8199997,0.00292400015,0.0726400018,0.0677000061,-8.75999832,1217.20007,0,0,277.531952,1.7861464,2.14145875,45.6007271
33007,1,0.832499981,5.61600018,7.38500023,8,1.09600008,14.0800018,58.5000153,0.0246240012,0.0126000009,0.01241,46.6800079,3285.00024,-2,-4,261.908264,1.3001014,2.00330806,43.1008072
33007,1,2.16190004,2.28399992,5.86250019,8,2.56400013,-11.1999969,-61.1999969,0.0149920015,0.0265650004,0.0890750065,-36.5999985,1521.00012,0,0,24.0912094,1.73651731,2.24779344,3.35115004
33007,1,1.46960008,2.48799992,7.34250021,8,2.87200022,24.8000031,-31.4999962,0.0252960008,0.0905950069,0.0512650013,-22.6799965,1202.5,0,0,194.702606,111.443199,5.80376911,12.9092712
33007,1,1.64670002,5.42000008,7.4625001,8,0.156000003,57.9200134,-45.5399971,0.0259680022,0.0828050077,0.0762500092,-36.7200012,1280.90002,0,0,48.8476753,1.53753436,2.16379642,7.52439117
33007,1,1.07169998,4.22399998,5.55749989,8,2.42400002,75.3600159,-41.7599983,0.0160280019,0.0743500069,0.0525950044,-17.0399971,560.599976,0,0,363.706604,1.78294635,2.16942,59.959034
33007,1,0.660000026,2.48399997,6.09250021,8,3.56800008,52.6400146,-30.779995,0.0190520007,0.099620007,0.0945850015,-6.83999634,4510,0,0,56.0251617,21.8474388,3.55327487,5.10407448
33007,1,2.16190004,2.28399992,5.86250019,8,2.56400013,14.0800018,58.5000153,0.0246240012,0.0126000009,0.00718499999,50.2800064,663.5,-2,4,323.222595,1.33564496,1.31143725,53.4292564
33007,1,1.82610011,2.57200003,6.14750004,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,16.9931297,2.44741678,2.19901562,2.05778313
33007,1,0.593299985,2.97200012,6.12249994,8,2.49600005,50.2400055,-8.27999878,0.0204800013,0.0197249986,0.021625001,45.1200027,2721.50024,0,0,43.9969902,9.00290585,2.75128436,5.37379932
33007,1,0.285100013,3.22000003,5.67999983,8,2.26400018,26.8800049,-50.0399971,0.0103720017,0.021625001,0.0943000093,8.63999939,3240.90015,3,-5,30.1625443,1.08119285,1.79229307,4.54817629
33007,1,0.908400059,3.37599993,7.55000019,8,0.448000014,-6.55999756,-48.0599976,0.0269480012,0.0566800013,0.0802400038,-30.7199974,3044.90015,0,0,41.6668549,27.8527126,2.68232059,1.85530376
33007,1,1.02570009,3.15600014,6.17750025,8,0.172000006,-53.2799988,-68.4000015,0.00292400015,0.0598150007,0.0525950044,-34.9199982,3044.90015,5,-6,71.0537415,1.28424692,2.78589606,11.1639328
33007,1,0.522000015,3.05599999,6.11749983,8,2.64800024,-70.2399979,-7.01999664,0.0269480012,0.0463250019,0.0623800009,-9.47999573,4872.6001,0,0,42.48843,31.1524944,6.96801901,0.727986515
33007,1,1.31320012,5.29600048,7.00500011,8,1.148,-34.5599976,6.66000366,0.00440800004,0.0398649983,0.0486049987,-39,3907.30005,0,0,175.786469,1.23145926,2.17535067,28.7299423
33007,1,0.522000015,3.05599999,6.10500002,8,1.148,-34.5599976,6.66000366,0.00440800004,0.0398649983,0.0486999974,-8.15999985,1619,0,0,90.3061829,2.71101761,2.74808002,14.1411819
33007,1,1.06480002,3.11600018,6.59000015,8,0.45600003,8.96000671,-18.1800003,0.0269760024,0.0861300081,0.0581049994,-39,3907.30005,0,0,46.7020073,21.7113914,5.58449936,3.23435235
33007,1,0.25060001,3.57200003,6.30000019,8,2.94000006,-79.0400009,-84.4199982,0.0042679999,0.018205002,0.00718499999,-47.8799973,4897.1001,0,0,364.451721,1.79048741,2.50455832,60.0261116
33007,1,0.471400023,2.44000006,7.05000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0868900046,-11.3999977,3907.30005,0,0,73.7540207,3.49472284,2.21861959,11.3401136
33007,1,1.82610011,2.57200003,6.14750004,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0895500034,0.0926850066,50.2800064,212.700012,0,0,63.4075661,1.7348274,2.25326037,9.90324593
33007,1,2.16190004,2.28399992,5.86250019,8,2.56400013,14.0800018,58.5000153,0.0246240012,0.00918000005,0.0802400038,-30.7199974,3044.90015,0,0,82.6456375,2.22205353,2.84872007,12.9291449
33007,1,0.402400017,3.24800014,6.69750023,8,1.38400006,42.7200012,-37.0800018,0.0141240014,0.0175400004,0.0793850049,-0.839996338,3843.60034,0,0,12.0906219,7.90844584,2.97528887,0.201147735
33007,1,0.954400003,3.46400023,6.08500004,8,2.5400002,8.48000336,10.4400024,0.00278400024,0.0666550025,0.0968650058,-47.4000015,2917.50024,-4,4,86.3194656,0.906988561,1.74608743,13.9443979
33007,1,0.402400017,3.24800014,6.69750023,8,1.38400006,42.7200012,-37.0800018,0.0140680009,0.0387249999,0.0174450018,22.6800003,1937.50012,0,0,25.4397354,12.625885,4.30866909,1.41753006
33007,1,1.29710007,2.44799995,7.29250002,8,2.62800002,-52.159996,69.8400116,0.012724001,0.0175400004,0.0968650058,-47.4000015,2917.50024,0,0,137.343536,93.8650513,3.87144494,6.60117388
33007,1,1.46960008,2.48799992,7.34250021,8,2.87200022,24.8000031,-67.5,0.0246520024,0.099620007,0.0943950042,-17.0399971,560.599976,0,0,82.5741348,18.0518665,2.53596401,10.3310509
33007,1,0.660000026,2.48399997,6.09250021,8,3.56800008,52.6400146,-30.779995,0.019696001,0.0923050046,0.0762500092,-36.7200012,1280.90002,0,0,59.5778618,38.6646805,3.29078388,2.93706656
33007,1,0.411600024,2.45600009,6.94000006,8,1.41200006,37.4400024,-15.2999954,0.0158600006,0.0136450008,0.0409100018,-17.3999977,3309.50024,0,0,57.2709389,53.1987457,2.90576911,0.194403976
33007,1,0.246000007,5.72000027,7.03499985,8,1.42800009,-73.9199982,19.0800018,0.0141800018,0.00737500004,0.0610500015,-52.4399986,1868.90015,0,0,201.619873,1.14230955,1.79074419,33.1144714
33007,1,0.402400017,3.24800014,6.69750023,8,2.94000006,-79.0400009,-84.4199982,0.0042679999,0.018205002,0.00718499999,-47.8799973,4897.1001,0,7,192.65567,1.00180304,1.75575626,31.6496868
33007,1,0.471400023,2.44000006,7.05000019,8,1.38400006,42.7200012,-37.0800018,0.0141240014,0.0175400004,0.0968650058,-47.4000015,2917.50024,6,-6,9.48537064,3.13564587,3.91100836,0.406452715
33007,1,0.832499981,5.61600018,7.39750004,8,2.49600005,26.8800049,-50.0399971,0.0103720017,0.021625001,0.0943000093,8.63999939,3240.90015,5,-6,105.777443,1.30413008,2.83410621,16.939867
33007,1,0.593299985,2.97200012,6.11000013,8,1.09600008,-11.1999969,-60.2999992,0.0149920015,0.0265650004,0.0890750065,-36.5999985,1521.00012,0,0,19.068327,1.67850637,2.20550013,2.53072023
33007,1,0.57950002,3.08400011,7.48750019,8,1.41200006,38.0800018,19.0800018,0.0141800018,0.00737500004,0.0610500015,-52.4399986,1868.90015,0,0,31.1958523,24.1718102,2.75156593,0.712079227
33007,1,0.411600024,2.45600009,6.94000006,8,0.256000012,22.2400055,-57.2399979,0.0145440008,0.0932550058,0.0936350077,-43.4399986,3044.90015,0,0,55.8741302,5.91137838,2.30186319,7.94348145
33007,1,2.16650009,5.49600029,7.05500031,8,0.664000034,57.1200104,26.1000061,0.0246240012,0.0991450101,0.0511700027,-10.079998,3583.90015,5,7,119.984894,0.911181629,3.56755924,19.2510262
33007,1,2.16190004,2.28399992,5.86250019,8,2.56400013,14.0800018,-36.3599968,0.016756,0.0595299974,0.0562050007,13.6800003,3319.30005,0,0,48.2410583,37.7394066,3.4419384,1.17661834
33007,1,2.22170019,4.84000015,6.42000008,8,2.35600019,-54.0800018,58.5000153,0.0246240012,0.0126000009,0.01241,46.6800079,3285.00024,0,0,707.395325,1.75089455,2.01889825,117.27092
33007,1,0.471400023,2.44000006,7.05000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0868900046,-11.3999977,3907.30005,0,0,73.7540207,3.49472284,2.21861959,11.3401136
33007,1,0.25060001,3.57200003,6.30000019,8,2.94000006,-79.0400009,5.58000183,0.0042679999,0.018205002,0.00718499999,-47.8799973,4897.1001,0,0,455.890015,1.80575669,1.85983622,75.3707352
33007,1,2.16190004,2.28399992,5.86250019,8,2.56400013,14.0800018,58.5000153,0.0246240012,0.0074699996,0.0437600017,1.44000244,1070.20007,0,0,52.6268501,14.4989233,2.27673244,5.97519875
33007,1,2.28840017,3.36800003,5.88000011,8,3.8840003,66.7200012,-80.4599991,0.0120520014,0.00918000005,0.0868900046,-11.3999977,3907.30005,0,0,47.5910759,1.78067803,2.09244084,7.28632641
33007,1,0.740500033,2.55200005,6.97749996,8,2.89600015,26.8800049,-50.0399971,0.0103720017,0.021625001,0.0943000093,8.63999939,3240.90015,0,0,21.3482304,6.58111954,2.22837591,2.08978891
33007,1,0.593299985,2.97200012,6.12249994,8,2.56000018,-12.6399918,-18,0.0142080011,0.0527850017,0.0199149996,-37.9199982,2456.90015,0,0,24.8305454,11.7788515,4.28835726,1.46055615
33007,1,0.496699989,5.42000008,7.4625001,8,0.156000003,9.9200058,-45.5399971,0.0259680022,0.08109501,0.0512650013,-22.6799965,1202.5,0,0,42.3035583,1.6655463,2.61317182,6.33747387
33007,1,1.67200017,3.05599999,6.10500002,8,1.148,-34.5599976,6.66000366,0.00440800004,0.0398649983,0.0486049987,-39,3907.30005,0,0,56.3577766,3.68039346,2.33679056,8.39009857
33007,1,1.31550002,3.10800004,7.51749992,8,0.900000036,23.0400085,-37.4399948,0.0230280031,0.0550649986,0.067795001,0.960002899,2442.2002,0,0,95.2129822,69.5725479,5.46315098,3.36288118
33007,1,0.510500014,4.73600006,7.08249998,8,2.41200018,-8.79999542,-3.23999786,0.0262760017,0.0828050077,0.0567749999,-42.8400002,325.400024,0,0,381.736237,1.77839255,2.40742397,62.9250755
33007,1,0.758899987,3.84000015,5.78999996,8,0.120000005,57.1200104,26.1000061,0.0246240012,0.0991450101,0.0511700027,-10.079998,3583.90015,0,0,25.7947559,2.42889118,2.52778888,3.47301292
33007,1,2.16190004,2.28399992,5.86250019,8,2.6960001,-11.1999969,-60.2999992,0.0149920015,0.0265650004,0.0890750065,-36.5999985,1521.00012,0,0,25.9450684,1.72602582,2.24882674,3.66170263
33007,1,0.251036346,3.57527161,6.30100918,8,2.97278237,-66.5125809,-77.4478531,0.0260577872,0.00918884203,0.0869771093,-11.3899269,3909.34717,0,0,4.62216282,2.21309614,2.21852899,0.031756334
33007,1,0.593299985,2.97200012,6.11000013,8,0.964000046,14.0800018,58.5000153,0.0246240012,0.00918000005,0.0802400038,-30.7199974,3044.90015,-4,-5,57.2946854,0.839731455,1.68912327,9.12763786
33007,1,0.402400017,3.24800014,6.69750023,8,1.36400008,14.0800018,-36.3599968,0.016756,0.0595299974,0.0562050007,13.6800003,3319.30005,0,0,26.3868389,21.3756943,4.56198072,0.0748604387
33007,1,2.16190004,2.28399992,5.9124999,8,2.58400011,42.7200012,-37.0800018,0.0140680009,0.0387249999,0.0174450018,22.6800003,1937.50012,0,0,41.3504105,35.2478409,4.06682396,0.339290679
33007,1,0.411600024,2.45600009,6.94000006,8,0.256000012,22.2400055,-57.2399979,0.0145440008,0.0932550058,0.0936350077,-43.4399986,3044.90015,0,0,55.8741302,5.91137838,2.30186319,7.94348145
33007,1,0.388599992,3.24800014,6.69750023,8,1.38400006,42.7200012,-37.0800018,0.0141240014,0.0175400004,0.0793850049,-0.839996338,3843.60034,0,0,12.0958996,7.91865063,2.96860242,0.201441124
33007,1,0.252900004,2.28399992,5.86250019,8,2.56400013,14.0800018,58.5000153,0.0246240012,0.0126000009,0.00718499999,50.2800064,663.5,0,0,213.929565,1.60730326,2.04995561,35.0453835
33007,1,2.15960002,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.067795001,0.960002899,2442.2002,0,0,102.802032,4.21205378,2.6320262,15.9929924
33007,1,1.06480002,3.11600018,6.59749985,8,2.82400012,-14.3999939,37.4400024,0.0137320012,0.0814750046,0.0979100093,46.6800079,3285.00024,0,0,6.99315548,1.70223391,2.06576633,0.537525892
33007,1,1.82610011,2.57200003,6.13999987,8,0.45600003,8.96000671,-18.1800003,0.0269760024,0.0861300081,0.0581049994,-39,3907.30005,0,0,74.7423019,33.7859917,5.06128454,5.98250484
33007,1,0.593299985,2.97200012,6.09250021,8,3.56800008,52.6400146,-30.779995,0.019696001,0.0923050046,0.0762500092,-36.7200012,1280.90002,0,0,16.6532097,10.434618,2.74987316,0.578119934
33007,1,0.660000026,2.48399997,6.11000013,8,1.09600008,-11.1999969,-60.2999992,0.0149920015,0.0265650004,0.0890750065,-36.5999985,1521.00012,0,0,7.88910675,2.62859464,2.1991117,0.510233402
33007,1,0.402400017,3.24800014,6.69750023,8,1.38400006,42.7200012,-37.0800018,0.0141240014,0.0175400004,0.07929001,-11.3999977,3907.30005,0,0,22.2218952,16.8236122,3.85689855,0.256897241
33007,1,0.25060001,3.57200003,6.30000019,8,2.97200012,-66.5599976,-77.5800018,0.0260520019,0.00918000005,0.0869850069,-0.839996338,3843.60034,5,-6,8.4636364,0.939314008,2.35845542,0.860977888
33007,1,2.16190004,2.28399992,5.86250019,8,2.56400013,-11.1999969,-61.1999969,0.0149920015,0.0265650004,0.0890750065,-36.5999985,1521.00012,0,0,24.0912094,1.73651731,2.24779344,3.35115004
33007,1,0.660000026,2.48399997,6.09250021,8,3.56800008,52.6400146,-30.779995,0.019696001,0.0923050046,0.0762500092,-36.7200012,1280.90002,0,0,59.5778618,38.6646805,3.29078388,2.93706656
33007,1,0.522000015,3.05599999,6.10500002,8,1.13200009,-53.2799988,-68.4000015,0.00292400015,0.0598150007,0.0525950044,-34.9199982,3044.90015,5,-6,66.3531799,1.26181126,2.78911257,10.383709
33007,1,1.02570009,3.15600014,6.17750025,8,0.188000008,-34.5599976,6.66000366,0.00440800004,0.0398649983,0.0486999974,-8.15999985,1619,0,0,97.023819,2.49487305,2.77163458,15.2928848
33007,1,0.402400017,3.24800014,6.69250011,8,2.64800024,-70.2399979,-7.01999664,0.0269480012,0.0463250019,0.0623800009,-9.47999573,4872.6001,0,0,44.1430969,30.7197952,7.16839457,1.04248428
33007,1,1.31320012,5.29600048,7.02250004,8,1.38400006,42.7200012,-37.0800018,0.0140680009,0.0387249999,0.0174450018,22.6800003,1937.50012,-1,-4,98.20047,1.21687937,2.51904845,15.7440901
33007,1,0.25060001,3.45600009,6.11749983,8,2.64800024,-70.2399979,-7.01999664,0.0269480012,0.0463250019,0.0623800009,-9.47999573,4872.6001,0,0,22.5295906,16.4244003,5.70664406,0.0664243698
33007,1,0.522000015,3.17199993,6.30000019,8,2.94000006,-79.0400009,-84.4199982,0.0042679999,0.018205002,0.00718499999,-47.8799973,4897.1001,1,6,227.537048,1.21570265,1.87565684,37.4076157
33007,1,0.471400023,2.44000006,7.05000019,8,1.38400006,42.7200012,-37.0800018,0.0141240014,0.0175400004,0.0968650058,-47.4000015,2917.50024,6,-6,9.48537064,3.13564587,3.91100836,0.406452715
33007,1,0.660000026,2.48399997,6.09250021,8,3.56800008,52.6400146,-30.779995,0.019696001,0.0923050046,0.0762500092,-36.7200012,1280.90002,0,0,59.5778618,38.6646805,3.29078388,2.93706656
33007,1,0.402400017,3.24800014,6.69750023,8,1.38400006,42.7200012,-37.0800018,0.0141240014,0.0175400004,0.0793850049,-0.839996338,3843.60034,0,0,12.0906219,7.90844584,2.97528887,0.201147735
33007,1,0.471400023,2.44000006,7.05000019,8,1.38400006,42.7200012,-37.0800018,0.0141240014,0.0175400004,0.0968650058,-47.4000015,2917.50024,6,-6,9.48537064,3.13564587,3.91100836,0.406452715
33007,1,0.246000007,5.72000027,7.03499985,8,1.42800009,-73.9199982,19.0800018,0.0141800018,0.00737500004,0.0610500015,-52.4399986,1868.90015,0,0,201.619873,1.14230955,1.79074419,33.1144714
33007,1,0.57950002,3.08400011,7.48750019,8,1.40400004,38.0800018,19.0800018,0.0141800018,0.00737500004,0.0610500015,-52.4399986,1868.90015,0,0,31.1958523,24.1718102,2.75156593,0.712079227
33007,1,0.758899987,3.84000015,5.78999996,8,0.120000005,57.1200104,26.1000061,0.0246240012,0.0999050066,0.0936350077,-43.4399986,3044.90015,0,0,14.4116001,7.58566189,5.91858912,0.151224837
33007,1,0.411600024,2.45600009,6.94000006,8,0.256000012,22.2400055,-57.2399979,0.0145440008,0.0924950093,0.0511700027,-10.079998,3583.90015,0,0,34.208046,15.8955879,3.64046454,2.44533253
